fecha,dia,year,horario,festividad,tipo_accidente,lesividad,meteo,distrito,direccion,lon,lat
2019-06-02 23:00:00,2019-06-02 00:00:00,2019,Noche,Festivo,Otro,Leve,Despejado,PUENTE DE VALLECAS,CALLE PICO DE LA MALICIOSA 10 Madrid,-3.6572579,40.3936847
2019-06-02 19:00:00,2019-06-02 00:00:00,2019,Tarde,Festivo,Colision,Leve,Despejado,CARABANCHEL,CALLE VIA 50 Madrid,-3.7188660999999987,40.3856015
2019-06-02 12:00:00,2019-06-02 00:00:00,2019,Mañana,Festivo,Colision,Leve,Despejado,CENTRO,PLAZA SAN FRANCISCO S/N Madrid,-3.7141254999999997,40.4110638
2019-06-03 19:00:00,2019-06-03 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CENTRO,PLAZA. CIBELES / CALLE ALCALA Madrid,-3.6936263999999994,40.4191319
2019-06-03 15:00:00,2019-06-03 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,CHAMBERÍ,GTA. RUBEN DARIO 1 Madrid,-3.6907132000000007,40.432717
2019-06-03 15:00:00,2019-06-03 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,CHAMBERÍ,GTA. RUBEN DARIO 1 Madrid,-3.6907132000000007,40.432717
2019-06-04 21:00:00,2019-06-04 00:00:00,2019,Noche,Laborable,Imprudencia,Leve,Despejado,CARABANCHEL,PASEO. ERMITA DEL SANTO 71 Madrid,-3.7244457000000004,40.4031005
2019-06-04 20:00:00,2019-06-04 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,SAN BLAS-CANILLEJAS,CALLE CASTILLO DE MADRIGAL DE LAS ALTAS TORRES 9 Madrid,-3.6277293,40.42874399999999
2019-06-04 08:00:00,2019-06-04 00:00:00,2019,Mañana,Laborable,Colision,Moderada,Despejado,FUENCARRAL-EL PARDO,CALLE MONASTERIO DE SAMOS 18 Madrid,-3.6956627,40.506167600000005
2019-06-05 19:00:00,2019-06-05 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,SALAMANCA,CALLE SERRANO 1 Madrid,-3.688811,40.4208273
2019-06-05 15:00:00,2019-06-05 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,RETIRO,PASEO. INFANTA ISABEL / AVDA. CIUDAD DE BARCELONA Madrid,-3.6877787000000004,40.40671409999999
2019-06-05 15:00:00,2019-06-05 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CENTRO,CALLE GRAN VIA / CALLE ALCALA Madrid,-3.6966751,40.4186387
2019-06-05 08:00:00,2019-06-05 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,CARABANCHEL,CALLE JOAQUIN TURINA-CALLE SITIO DE EL ESCORIAL Madrid,-3.760861299999999,40.3723552
2019-06-05 08:00:00,2019-06-05 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,CARABANCHEL,CALLE JOAQUIN TURINA-CALLE SITIO DE EL ESCORIAL Madrid,-3.760861299999999,40.3723552
2019-06-06 21:00:00,2019-06-06 00:00:00,2019,Noche,Laborable,Caida,Moderada,Despejado,LATINA,AVDA. POBLADOS 41 Madrid,-3.7608835,40.38552019999999
2019-06-07 20:00:00,2019-06-07 00:00:00,2019,Tarde,Laborable,Caida,Grave,Despejado,PUENTE DE VALLECAS,CALLE JAVIER DE MIGUEL 113 Madrid,-3.6560062999999996,40.38533820000001
2019-06-07 16:00:00,2019-06-07 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CARABANCHEL,CALLE OCA / CALLE GENERAL RICARDOS Madrid,-3.7317501,40.3885227
2019-06-07 13:00:00,2019-06-07 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,PUENTE DE VALLECAS,AVDA. RAFAEL ALBERTI / CALLE EXTREMEÑOS Madrid,-3.642973099999999,40.384217
2019-06-08 22:00:00,2019-06-08 00:00:00,2019,Noche,Vispera,Caida,Moderada,Despejado,ARGANZUELA,CALLE SANTA MARIA LA REAL DE NIEVA 9 Madrid,-3.718321899999999,40.4061088
2019-06-08 22:00:00,2019-06-08 00:00:00,2019,Noche,Vispera,Caida,Leve,Despejado,RETIRO,CALLE ALFONSO XII / CALLE CLAUDIO MOYANO Madrid,-3.688735,40.409205
2019-06-08 14:00:00,2019-06-08 00:00:00,2019,Tarde,Vispera,Caida,Leve,Despejado,FUENCARRAL-EL PARDO,CALLE ARROYO DEL MONTE / PLAZA. PRADERA DEL SALCERAL Madrid,-3.7196419,40.495567799999996
2019-06-09 22:00:00,2019-06-09 00:00:00,2019,Noche,Festivo,Colision,Leve,Despejado,CENTRO,GTA. BILBAO / CALLE FUENCARRAL Madrid,-3.7021887,40.4285348
2019-06-10 22:00:00,2019-06-10 00:00:00,2019,Noche,Laborable,Caida,Leve,Despejado,MONCLOA-ARAVACA,AVDA. MIRAFLORES 54 Madrid,-3.7327355000000004,40.47182979999999
2019-06-10 20:00:00,2019-06-10 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,FUENCARRAL-EL PARDO,CALLE DOCTOR RAMON CASTROVIEJO 5 Madrid,-3.7136253,40.479513
2019-06-10 10:00:00,2019-06-10 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,ARGANZUELA,CALLE SAN EPIFANIO 7 Madrid,-3.7187451,40.4013171
2019-06-11 20:00:00,2019-06-11 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,ARGANZUELA,CALLE GENERAL LACY / CALLE ANCORA Madrid,-3.6907777999999998,40.4028662
2019-06-11 15:00:00,2019-06-11 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CIUDAD LINEAL,CALLE MARQUESA DE TORRECILLA / CALLE MISTERIOS Madrid,-3.6396686000000003,40.4388205
2019-06-12 22:00:00,2019-06-12 00:00:00,2019,Noche,Laborable,Caida,Leve,Despejado,PUENTE DE VALLECAS,RONDA. SUR 129 Madrid,-3.6756787,40.378747499999996
2019-06-12 20:00:00,2019-06-12 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,CALLE SANTA ENGRACIA 141 Madrid,-3.7026127,40.443437700000004
2019-06-12 18:00:00,2019-06-12 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,MONCLOA-ARAVACA,CALLE IRUN / CALLE CADARSO Madrid,-3.7156985999999987,40.42249210000001
2019-06-13 22:00:00,2019-06-13 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,SALAMANCA,CALLE JORGE JUAN / CALLE FERNAN GONZALEZ Madrid,-3.6742373999999995,40.4233021
2019-06-13 22:00:00,2019-06-13 00:00:00,2019,Noche,Laborable,Imprudencia,Leve,Despejado,CENTRO,CALLE JACOMETREZO 15 Madrid,-3.7073927,40.4201075
2019-06-13 22:00:00,2019-06-13 00:00:00,2019,Noche,Laborable,Imprudencia,Moderada,Despejado,CENTRO,CALLE JACOMETREZO 15 Madrid,-3.7073927,40.4201075
2019-06-13 21:00:00,2019-06-13 00:00:00,2019,Noche,Laborable,Caida,Moderada,Despejado,FUENCARRAL-EL PARDO,AVDA. MONASTERIO DE SILOS 90 Madrid,-3.6909858,40.5108408
2019-06-13 21:00:00,2019-06-13 00:00:00,2019,Noche,Laborable,Imprudencia,Moderada,Despejado,FUENCARRAL-EL PARDO,GTA. SANTUARIO DE TISCAR Madrid,-3.713101699999999,40.5029473
2019-06-13 11:00:00,2019-06-13 00:00:00,2019,Mañana,Laborable,Otro,Leve,Despejado,LATINA,CALLE MAQUEDA 66 Madrid,-3.763495299999999,40.3913911
2019-06-13 09:00:00,2019-06-13 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,RETIRO,PASEO. PRADO / CALLE ALCALA Madrid,-3.6936263999999994,40.4191319
2019-06-15 00:00:00,2019-06-15 00:00:00,2019,Noche,Vispera,Caida,Leve,Despejado,ARGANZUELA,PASEO. VIRGEN DEL PUERTO 45 Madrid,-3.720956799999999,40.4093988
2019-06-14 11:00:00,2019-06-14 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,FUENCARRAL-EL PARDO,"AUTOV. M-607, +01500E Madrid",-3.6917822,40.527870899999996
2019-06-14 11:00:00,2019-06-14 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,FUENCARRAL-EL PARDO,"AUTOV. M-607, +01500E Madrid",-3.6917822,40.527870899999996
2019-06-14 09:00:00,2019-06-14 00:00:00,2019,Mañana,Laborable,Colision,Moderada,Despejado,PUENTE DE VALLECAS,"CALLE EMBAJADORES, 330  FRENTE ENTRADA CAJA MÁGIA Madrid",-3.6844407,40.3688321
2019-06-14 09:00:00,2019-06-14 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,USERA,PLAZA. ELIPTICA 1 Madrid,-3.7172975,40.385082700000005
2019-06-14 00:00:00,2019-06-14 00:00:00,2019,Noche,Laborable,Colision,Moderada,Despejado,CHAMBERÍ,GTA. RUIZ JIMENEZ / CALLE SAN BERNARDO Madrid,-3.7059927000000004,40.429365000000004
2019-06-15 17:00:00,2019-06-15 00:00:00,2019,Tarde,Vispera,Caida,Leve,Despejado,CHAMBERÍ,PASEO. GENERAL MARTINEZ CAMPOS 53 Madrid,-3.6900184,40.4353608
2019-06-15 04:00:00,2019-06-15 00:00:00,2019,Noche,Vispera,Caida,Leve,Despejado,CHAMBERÍ,CALLE RIOS ROSAS / CALLE PONZANO Madrid,-3.6990487,40.4418802
2019-06-16 23:00:00,2019-06-16 00:00:00,2019,Noche,Festivo,Otro,Leve,Despejado,CENTRO,CALLE SEGOVIA / RONDA. SEGOVIA Madrid,-3.716856899999999,40.4139115
2019-06-17 21:00:00,2019-06-17 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,FUENCARRAL-EL PARDO,AVDA. BETANZOS 37 Madrid,-3.7114436,40.4746269
2019-06-17 11:00:00,2019-06-17 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,TETUÁN,CALLE BRAVO MURILLO 226 Madrid,-3.7006605,40.4581288
2019-06-17 09:00:00,2019-06-17 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,CHAMBERÍ,PLAZA. SAN JUAN DE LA CRUZ / PASEO. CASTELLANA Madrid,-3.6917359,40.441204600000006
2019-06-18 12:00:00,2019-06-18 00:00:00,2019,Mañana,Laborable,Caida,Moderada,Despejado,VICÁLVARO,PQUE. VALDEBERNARDO Madrid,-3.6117681000000004,40.397753
2019-06-19 14:00:00,2019-06-19 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,FUENCARRAL-EL PARDO,AVDA. BETANZOS 22 Madrid,-3.7115126000000003,40.4737144
2019-06-19 10:00:00,2019-06-19 00:00:00,2019,Mañana,Laborable,Imprudencia,Leve,Despejado,FUENCARRAL-EL PARDO,AVDA. MONASTERIO DE EL ESCORIAL / AVDA. SANTUARIO DE VALVERDE Madrid,-3.708847399999999,40.50458690000001
2019-06-19 00:00:00,2019-06-19 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,ARGANZUELA,CALLE EMBAJADORES / CALLE LABRADORES Madrid,-3.7006739,40.4025576
2019-06-20 17:00:00,2019-06-20 00:00:00,2019,Tarde,Laborable,Imprudencia,Leve,Despejado,CIUDAD LINEAL,CALLE SAN TELESFORO 13 Madrid,-3.6354612,40.425192100000004
2019-06-21 16:00:00,2019-06-21 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,CALLE ELOY GONZALO / CALLE SANTISIMA TRINIDAD Madrid,-3.7002131,40.4345876
2019-06-21 13:00:00,2019-06-21 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,ARGANZUELA,PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS 4 Madrid,-3.700372599999999,40.4012526
2019-06-21 13:00:00,2019-06-21 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,ARGANZUELA,PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS 4 Madrid,-3.700372599999999,40.4012526
2019-06-21 01:00:00,2019-06-21 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,CENTRO,PLAZA. EMPERADOR CARLOS V 8 Madrid,-3.693189,40.4084654
2019-06-22 20:00:00,2019-06-22 00:00:00,2019,Tarde,Vispera,Caida,Leve,Despejado,SALAMANCA,CALLE SERRANO 84 Madrid,-3.6865112,40.431597100000005
2019-06-22 20:00:00,2019-06-22 00:00:00,2019,Tarde,Vispera,Caida,Leve,Despejado,SALAMANCA,CALLE SERRANO 84 Madrid,-3.6865112,40.431597100000005
2019-06-22 19:00:00,2019-06-22 00:00:00,2019,Tarde,Vispera,Caida,Moderada,Despejado,CIUDAD LINEAL,CALLE ALCALA 317 Madrid,-3.6512057,40.4328676
2019-06-23 20:00:00,2019-06-23 00:00:00,2019,Tarde,Festivo,Caida,Moderada,Despejado,USERA,AVDA. CORDOBA 21 Madrid,-3.6973634,40.383646399999996
2019-06-23 20:00:00,2019-06-23 00:00:00,2019,Tarde,Festivo,Colision,Grave,Despejado,CIUDAD LINEAL,CALLE VIRGEN DE LA ALEGRIA 21 Madrid,-3.65688,40.43414
2019-06-23 18:00:00,2019-06-23 00:00:00,2019,Tarde,Festivo,Colision,Leve,Despejado,TETUÁN,CALLE BRAVO MURILLO 246 Madrid,-3.6993421000000004,40.4594127
2019-06-23 09:00:00,2019-06-23 00:00:00,2019,Mañana,Festivo,Colision,Leve,Despejado,ARGANZUELA,PASEO. PONTONES / CALLE COBOS DE SEGOVIA Madrid,-3.7187968999999996,40.4041886
2019-06-23 07:00:00,2019-06-23 00:00:00,2019,Mañana,Festivo,Colision,Leve,Despejado,VILLA DE VALLECAS,AVENIDA DE LA GAVIA-AVENIDA DEL MAYORAZGO Madrid,-3.6188898000000003,40.3647
2019-06-24 20:00:00,2019-06-24 00:00:00,2019,Tarde,Laborable,Caida,Grave,Despejado,CHAMBERÍ,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 54 Madrid,-3.6943572000000002,40.44609620000001
2019-06-25 04:00:00,2019-06-25 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,CHAMBERÍ,CALLE JOSE ABASCAL / CALLE FERNANDEZ DE LA HOZ Madrid,-3.6945574,40.4382187
2019-06-26 20:00:00,2019-06-26 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,RETIRO,PLAZA. INDEPENDENCIA 8 Madrid,-3.6890871,40.419231700000005
2019-06-26 17:00:00,2019-06-26 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,RETIRO,PASEO. INFANTA ISABEL 4 Madrid,-3.6855052,40.4062392
2019-06-26 16:00:00,2019-06-26 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMBERÍ,CALLE CRISTOBAL BORDIU 39 Madrid,-3.6978381999999987,40.44317700000001
2019-06-27 20:00:00,2019-06-27 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,ARGANZUELA,CALLE TOMAS BRETON 2 Madrid,-3.6961075999999986,40.3974716
2019-06-27 09:00:00,2019-06-27 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,FUENCARRAL-EL PARDO,CALLE LEONOR LOPEZ DE CORDOBA / AUTOV. M-40 Madrid,-3.7202095,40.49623039999999
2019-06-28 23:00:00,2019-06-28 00:00:00,2019,Noche,Laborable,Imprudencia,Leve,Despejado,USERA,CALLE MARCELO USERA 1 Madrid,-3.7000441,40.3876787
2019-06-28 23:00:00,2019-06-28 00:00:00,2019,Noche,Laborable,Imprudencia,Moderada,Despejado,USERA,CALLE MARCELO USERA 1 Madrid,-3.7000441,40.3876787
2019-06-28 21:00:00,2019-06-28 00:00:00,2019,Noche,Laborable,Colision,Moderada,Despejado,TETUÁN,CALLE BRAVO MURILLO 231 Madrid,-3.7017307999999995,40.4575781
2019-06-28 20:00:00,2019-06-28 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,VILLA DE VALLECAS,AVDA. MAYORAZGO / CALLE CINCOVILLAS Madrid,-3.6253235,40.3667783
2019-06-28 14:00:00,2019-06-28 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,CIUDAD LINEAL,CALLE RAFAEL BERGAMIN 20A Madrid,-3.6616341,40.4499399
2019-06-28 11:00:00,2019-06-28 00:00:00,2019,Mañana,Laborable,Colision,Moderada,Despejado,CENTRO,CALLE PUEBLA / CALLE BARCO Madrid,-3.7026157,40.422086900000004
2019-06-28 11:00:00,2019-06-28 00:00:00,2019,Mañana,Laborable,Caida,Moderada,Despejado,CENTRO,CALLE SAN BERNARDO 83 Madrid,-3.7064185,40.4282234
2019-06-29 19:00:00,2019-06-29 00:00:00,2019,Tarde,Vispera,Caida,Moderada,Despejado,LATINA,PQUE. MADRID RIO / GTA. PUENTE DE SEGOVIA Madrid,-3.7234566,40.413093200000006
2019-06-29 17:00:00,2019-06-29 00:00:00,2019,Tarde,Vispera,Imprudencia,Leve,Despejado,CARABANCHEL,CALLE GENERAL RICARDOS 18 Madrid,-3.7183794000000003,40.39652239999999
2019-06-29 17:00:00,2019-06-29 00:00:00,2019,Tarde,Vispera,Imprudencia,Leve,Despejado,CARABANCHEL,CALLE GENERAL RICARDOS 18 Madrid,-3.7183794000000003,40.39652239999999
2019-06-29 08:00:00,2019-06-29 00:00:00,2019,Mañana,Vispera,Colision,Leve,Despejado,FUENCARRAL-EL PARDO,GTA. SANTUARIO DE TISCAR / AVDA. MONASTERIO DE EL ESCORIAL Madrid,-3.7132517,40.5035189
2019-06-29 08:00:00,2019-06-29 00:00:00,2019,Mañana,Vispera,Colision,Leve,Despejado,FUENCARRAL-EL PARDO,GTA. SANTUARIO DE TISCAR / AVDA. MONASTERIO DE EL ESCORIAL Madrid,-3.7132517,40.5035189
2019-06-30 16:00:00,2019-06-30 00:00:00,2019,Tarde,Festivo,Colision,Moderada,Despejado,LATINA,GTA. PUENTE DE SEGOVIA 1 Madrid,-3.7245489000000003,40.4135454
2019-06-30 08:00:00,2019-06-30 00:00:00,2019,Mañana,Festivo,Colision,Leve,Despejado,PUENTE DE VALLECAS,IDB. PARQUE LINEAL DEL MANZANARES Madrid,-3.6781097999999997,40.35628270000001
2019-06-30 08:00:00,2019-06-30 00:00:00,2019,Mañana,Festivo,Colision,Leve,Despejado,PUENTE DE VALLECAS,IDB. PARQUE LINEAL DEL MANZANARES Madrid,-3.6781097999999997,40.35628270000001
2019-07-01 17:00:00,2019-07-01 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,SALAMANCA,CALLE CONDE DE PEÑALVER / CALLE HERMOSILLA Madrid,-3.6756247,40.4259396
2019-07-01 15:00:00,2019-07-01 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,FUENCARRAL-EL PARDO,"AVDA. BURGOS, 89 (RECINTO ""ADEQUA"") Madrid",-3.6741947,40.492864000000004
2019-07-01 14:00:00,2019-07-01 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,SALAMANCA,CALLE DIEGO DE LEON / CALLE GENERAL PARDIÑAS Madrid,-3.6778345,40.434667
2019-07-01 14:00:00,2019-07-01 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,FUENCARRAL-EL PARDO,CALLE PUERTO DE SOMPORT 8 Madrid,-3.6729007000000005,40.495174799999994
2019-07-01 09:00:00,2019-07-01 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,CENTRO,CALLE FUENCARRAL / GTA. BILBAO Madrid,-3.7021887,40.4285348
2019-07-02 20:00:00,2019-07-02 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,FUENCARRAL-EL PARDO,"CALLE MONASTERIO DE OSEIRA, 17B (ANILLO VERDE, 58) Madrid",-3.6964595,40.510510100000005
2019-07-03 22:00:00,2019-07-03 00:00:00,2019,Noche,Laborable,Caida,Leve,Despejado,CIUDAD LINEAL,AVDA. MARQUES DE CORBERA / CALLE POETA BLAS DE OTERO Madrid,-3.6559869,40.422228100000005
2019-07-03 11:00:00,2019-07-03 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,CENTRO,CALLE TORRECILLA DEL LEAL / CALLE OLMO Madrid,-3.6994721,40.411559000000004
2019-07-04 23:00:00,2019-07-04 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,USERA,AVDA. POBLADOS / AVDA. ORCASUR Madrid,-3.7006175000000003,40.371082200000004
2019-07-04 21:00:00,2019-07-04 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,SALAMANCA,CALLE CLAUDIO COELLO 14 Madrid,-3.6868913999999995,40.4220546
2019-07-04 20:00:00,2019-07-04 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,CENTRO,CALLE BARCELO 5 Madrid,-3.7007464,40.4265749
2019-07-04 04:00:00,2019-07-04 00:00:00,2019,Noche,Laborable,Otro,Leve,Despejado,CENTRO,CALLE ALCALA 15 Madrid,-3.7004721999999988,40.417865
2019-07-04 04:00:00,2019-07-04 00:00:00,2019,Noche,Laborable,Otro,Leve,Despejado,CENTRO,CALLE ALCALA 15 Madrid,-3.7004721999999988,40.417865
2019-07-04 01:00:00,2019-07-04 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,CENTRO,CALLE CASINO / CALLE SANTIAGO EL VERDE Madrid,-3.7047347999999998,40.4068865
2019-07-05 21:00:00,2019-07-05 00:00:00,2019,Noche,Laborable,Caida,Leve,Despejado,BARAJAS,CALLE PLAYA DE LA CALETA 13 Madrid,-3.5909642,40.4729971
2019-07-05 20:00:00,2019-07-05 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,TETUÁN,CALLE MULLER / CALLE AZUCENAS Madrid,-3.6993677999999988,40.4636354
2019-07-05 10:00:00,2019-07-05 00:00:00,2019,Mañana,Laborable,Caida,Leve,Despejado,MONCLOA-ARAVACA,PUERTA PRINCIPAL ZOO Madrid,-3.7609585999999986,40.40912280000001
2019-07-05 01:00:00,2019-07-05 00:00:00,2019,Noche,Laborable,Colision,Leve,Despejado,RETIRO,AVDA. MENENDEZ PELAYO / CALLE O'DONNELL Madrid,-3.6800522000000004,40.421703
2019-07-06 16:00:00,2019-07-06 00:00:00,2019,Tarde,Vispera,Imprudencia,Leve,Despejado,CENTRO,CUSTA. SAN VICENTE 1 Madrid,-3.7157112999999997,40.42015429999999
2019-07-06 16:00:00,2019-07-06 00:00:00,2019,Tarde,Vispera,Imprudencia,Leve,Despejado,CENTRO,CUSTA. SAN VICENTE 1 Madrid,-3.7157112999999997,40.42015429999999
2019-07-06 09:00:00,2019-07-06 00:00:00,2019,Mañana,Vispera,Colision,Leve,Despejado,CARABANCHEL,CMNO. CRUCES / POLIG. ALUCHE-AVENIDA DE LOS POBLADOS Madrid,-3.7589181000000003,40.377719
2019-07-06 09:00:00,2019-07-06 00:00:00,2019,Mañana,Vispera,Caida,Moderada,Despejado,CENTRO,HORTALEZA Madrid,-3.6424986000000006,40.4693874
2019-07-06 03:00:00,2019-07-06 00:00:00,2019,Noche,Vispera,Caida,Leve,Despejado,CHAMBERÍ,CALLE JOSE ABASCAL 50 Madrid,-3.6931545,40.4378912
2019-07-07 20:00:00,2019-07-07 00:00:00,2019,Tarde,Festivo,Caida,Leve,Despejado,CHAMBERÍ,CALLE BRETON DE LOS HERREROS / CALLE PONZANO Madrid,-3.6992383,40.43960209999999
2019-07-07 20:00:00,2019-07-07 00:00:00,2019,Tarde,Festivo,Imprudencia,Moderada,Despejado,RETIRO,CALLE CERRO DE LA PLATA 15 Madrid,-3.67406,40.397889899999996
2019-07-08 16:00:00,2019-07-08 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,RETIRO,PASEO. FERNAN NUÑEZ 2 Madrid,-3.6861752999999986,40.4094355
2019-07-08 14:00:00,2019-07-08 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CENTRO,CALLE SEGOVIA 8 Madrid,-3.7103843999999997,40.4136244
2019-07-08 11:00:00,2019-07-08 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,SALAMANCA,CALLE SERRANO / CALLE MARIA DE MOLINA Madrid,-3.686275199999999,40.437866
2019-07-08 08:00:00,2019-07-08 00:00:00,2019,Mañana,Laborable,Colision,Moderada,Despejado,VILLAVERDE,AVDA. LOS ROSALES 200 Madrid,-3.6654544000000002,40.335583899999996
2019-07-09 15:00:00,2019-07-09 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,CHAMARTÍN,CALLE RODRIGUEZ MARIN 66 Madrid,-3.6793958,40.4477945
2019-07-09 11:00:00,2019-07-09 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,TETUÁN,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 67 Madrid,-3.6935867999999994,40.4465648
2019-07-10 10:00:00,2019-07-10 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,SAN BLAS-CANILLEJAS,CRUCE C/ALCALA CON C/ TAMPICO Madrid,-3.6318973,40.43950770000001
2019-07-11 09:00:00,2019-07-11 00:00:00,2019,Mañana,Laborable,Colision,Leve,Despejado,VILLAVERDE,AV. ROSALES CON ROTONDA M-40 Madrid,-3.6755047999999997,40.3491396
2019-07-12 14:00:00,2019-07-12 00:00:00,2019,Tarde,Laborable,Colision,Leve,Despejado,VILLAVERDE,CALLE RESINA 4 Madrid,-3.6944375,40.3362704
2019-07-13 22:00:00,2019-07-13 00:00:00,2019,Noche,Vispera,Imprudencia,Leve,Despejado,CARABANCHEL,AVDA. MANZANARES / PQUE. MADRID RIO Madrid,-3.7023737999999997,40.3947463
2019-07-13 22:00:00,2019-07-13 00:00:00,2019,Noche,Vispera,Imprudencia,Moderada,Despejado,CARABANCHEL,AVDA. MANZANARES / PQUE. MADRID RIO Madrid,-3.7023737999999997,40.3947463
2019-07-13 15:00:00,2019-07-13 00:00:00,2019,Tarde,Vispera,Caida,Leve,Despejado,SALAMANCA,CALLE MONTESA / CALLE JOSE ORTEGA Y GASSET Madrid,-3.6721842000000002,40.429744299999996
2019-07-14 22:00:00,2019-07-14 00:00:00,2019,Noche,Festivo,Colision,Leve,Despejado,PUENTE DE VALLECAS,AVDA. ENTREVIAS / CALLE MENDEZ ALVARO Madrid,-3.6767592000000002,40.392612299999996
2019-07-14 16:00:00,2019-07-14 00:00:00,2019,Tarde,Festivo,Caida,Leve,Despejado,CARABANCHEL,CALLE GENERAL RICARDOS / CALLE NUESTRA SEÑORA DE LA LUZ Madrid,-3.7421175000000004,40.38280379999999
2019-07-14 13:00:00,2019-07-14 00:00:00,2019,Tarde,Festivo,Imprudencia,Leve,Despejado,RETIRO,PASEO. FERNAN NUÑEZ 1 Madrid,-3.6807577000000005,40.41784579999999
2019-07-14 13:00:00,2019-07-14 00:00:00,2019,Tarde,Festivo,Imprudencia,Leve,Despejado,RETIRO,PASEO. FERNAN NUÑEZ 1 Madrid,-3.6807577000000005,40.41784579999999
2019-07-14 10:00:00,2019-07-14 00:00:00,2019,Mañana,Festivo,Colision,Leve,Despejado,PUENTE DE VALLECAS,CALLE MARTINEZ DE LA RIVA / CALLE CACHERO Madrid,-3.6662178999999995,40.3936393
2019-07-15 19:00:00,2019-07-15 00:00:00,2019,Tarde,Laborable,Caida,Leve,Despejado,RETIRO,CALLE O'DONNELL 18 Madrid,-3.6770129999999996,40.421401200000005
2019-07-15 17:00:00,2019-07-15 00:00:00,2019,Tarde,Laborable,Colision,Moderada,Despejado,PUENTE DE VALLECAS,CALLE HERMANOS CARPI / AVDA. PEÑA PRIETA Madrid,-3.665663799999999,40.401137
2019-07-16 19:00:00,2019-07-16 00:00:00,2019,Tarde,Laborable,Caida,Moderada,Despejado,CENTRO,CALLE ARGANZUELA 16 Madrid,-3.7098114,40.4078701
