nombre,ironhacker,artista,id_lista,nombre_lista,letra
Siempre que quiera,Ester,['Muchachito Bombo Infierno'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"Un día soñando en un sueño soñé, que estaba soñando contigo
Soñar con hacerte el amor y soñé que no estaba dormío
Sueño que sueño, piel con piel, calor con calor... cuerpo con cuerpo
Y aquel color de tu pelo y tu piel a la vez, aún despierto y recuerdo

Ojalá no te hubiera conocido nunca (x4)

Para no amarte siempre, para no verte sin verte
Para borrar tu recuerdo
Del que siempre me acuerdo y nunca me deja en paz
Oh ouo ouo oh ouo (x2)
Aquel día en aquel sueño soñando soñé, que estaba soñando contigo
Bajo un cielo de estrellas mil, hay que ver, precioso, precioso
Y en aquel mar que no nos pudimos bañar, por ser tan caprichosos

Ojalá no te hubiera conocio nunca (x4)
Pa no amarte
Oh ouo ouo oh ouo (x2)

Si algún día yo vuelvo a soñar intentaré, seguir con lo mismo
Y diez minutos antes de dormir yo estaré...
Siempre que quiera contigo
Siempre que tú quieras

Ojalá no te hubiera conocio nunca (x4)

Para no amarte siempre, para no verte sin verte
Para borrar tu recuerdo
Del que siempre me acuerdo y nunca me deja en paz
Oh ouo ouo oh ouo (x2)

...ya no quiero mal de amores"
What's Love Got to Do with It,edurriva,"['Kygo', 'Tina Turner']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
You must understand though the touch of your hand
Makes my pulse react
That it's only the thrill of boy meeting girl
Opposites attract
It's physical
Only logical
You must try to ignore that it means more than that

[Chorus]
What's love got to do, got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?

[Verse 2]
It may seem to you that I'm acting confused
When you're close to me
If I tend to look dazed I've read it someplace
I've got cause to be
There's a name for it
There's a phrase that fits
But whatever the reason you do it for me

[Chorus]
Oh
What's love got to do, got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?

[Bridge]
I've been taking on a new direction
But I have to say
I've been thinking about my own protection
It scares me to feel this way

[Chorus]
Oh
What's love got to do, got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?

[Chorus]
What's love got to do, got to do with it?
What's love but a sweet old-fashioned notion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?

[Chorus]
What's love got to do ooh , got to do with it?
What's love but a second-hand emotion?
What's love got to do, got to do with it?
Who needs a heart when a heart can be broken?

[Outro]
What's love?
Got to do it
Got to do it
What's love?"
Scatman (ski-ba-bop-ba-dop-bop),perinat,['Scatman John'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Intro]
Ska-badabadabadoo-belidabbelydabbladabbladabblabab-belibabbelibabbelibabbelabbelo-doobelidoo
I'm the Scatman

[Chorus]
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub
I'm the Scatman
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub

[Hook]
Ba-da-ba-da-ba-be bop-bop-bodda-bope
Bop-ba-bodda-bope
Be-bop-ba-bodda-bope, bop-ba-bodda
Ba-da-ba-da-ba-be bop-ba-bodda-bope
Bop-ba-bodda-bope
Be-bop-ba-bodda-bope, bop-ba-bodda-bope

[Post-Chorus]
Ska-badabadabadoo-belidabbelydabbladabbladabblabab-belibabbelibabbelibabbelabbelo-doobelidoo

[Verse 1]
Everybody stutters one way or the other
So check out my message to you
As a matter of fact, I don't let nothing hold you back
If the Scatman can do it, so can you
Everybody's saying that the Scatman stutters
But doesn't ever stutter when he sings
But what you don't know, I'm gonna tell you right now
That the stutter and the scat is the same thing to you

[Break]
I'm the Scatman
Where's the Scatman?
I'm the Scatman

[Verse 2]
Why should we be pleasing in the politician heathens
Who would try to change the seasons if they could?
The state of the condition insults my intuitions
And it only makes me crazy and hard like wood
Everybody stutters one way or the other
So check out my message to you
As a matter of fact, I'm letting nothing hold you back
If the Scatman can do it, brother, so can you
I'm the Scatman

[Hook]
Ba-da-ba-da-ba-be bop-bop-bodda-bope
Bop-ba-bodda-bope
Be-bop-ba-bodda-bope, bop-ba-bodda
Ba-da-ba-da-ba-be bop-ba-bodda-bope
Bop-ba-bodda-bope
Be-bop-ba-bodda-bope, bop-ba-bodda-bope

[Chorus]
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub

[Verse 3]
Everybody stutters one way or the other
So check out my message to you
As a matter of fact, I don't let nothing hold you back
If the Scatman can do it, so can you
I hear y'all ask 'bout the meaning of scat
Well, I'm the professor and all I can tell you is
While you're still sleeping, the saints are still weeping 'cause
Things you called dead haven't yet had the chance to be born
I'm the Scatman

[Chorus]
Ba-da-ba-da-ba-be bop-bop-bodda-bope, bop-ba-bodda-bope
Be-bop-ba-bodda-bope, bop-ba-bodda
Ba-da-ba-da-ba-be bop-ba-bodda-bope, bop-ba-bodda-bope
Be-bop-ba-bodda-bope, bop-ba-bodda-bope
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub
Ski-bi-dibby-dib yo-da-dub-dub, yo-da-dub-dub

[Bridge]
Yeah, I'm the Scatman
Dong dong dong, ding ding dong dong
Wo-go-ez-ze-ze-za-de-ya-de-za-de-ya-ze-ze-zee
Dong-ding-dong-dong-dong, do-dong-ding
Where's the Scatman?
Ska-badabadabadoo-belidabbelydabbladabbladabblabab-belibabbelibabbelibabbelabbelo-doobelidoo
I'm the Scatman, repeat after me
It's a scoobie-oobie-doobie, scoobie-doobie melody
I'm the Scatman, sing along with me
It's a scoobie-oobie-doobie, scoobie-doobie melody
Yeah, I'm the Scatman (I'm the Scatman)

[Chorus]
Bop-ba-bodda-bope
Be-bop-ba-bodda-bope, bop-ba-bodda
I'm the Scatman (I'm the Scatman)
Bop-ba-bodda-bope
Be-bop-ba-bodda-bope
Ska-badabadabadoo-belidabbelydabbladabbladabblabab-belibabbelibabbelibabbelabbelo-doobelidoo
Be-bop-ba-bodda-bope, bop-ba-bodda
Be-bop-ba-bodda-bope, bop-ba-bodda
Ba-da-ba-da-ba-be bop-ba-bodda-bope
Yeah, I'm the Scatman, sing along with me
Bop-ba-bodda
It's a scoobie-oobie-doobie, scoobie-doobie melody
Be-bop-ba-bodda-bope"
Cuerda Auxiliar,edurriva,['Besmaya'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""El viento en la cara""]

Pasacalle de largada
Los boliches de Garzón
Hirviendo en presagios y apuestas
Caramañola
Morral de la fiereza
Corazones que explotan
De tanto bombear

A codazos y escupidas
Se juega la cuerda
Se corre la curva
Se mueve la esquina

A codazos y escupidas
Se mueve la esquina...

Pasacalle de largada
Los boliches de Garzón
Hirviendo en presagios y apuestas
Caramañola
Morral de la fiereza
Corazones que explotan
De tanto bombear

Patinazo y rodada
Repecho y bajada
Se angosta la curva
Se salta la vía

Patinazo y rodada
Se salta la vía...

'justando un destino
De tubo y piñón
La Doble Cerrillos
Con lluvia y caída
De malla de honor

'pretando la moto
Entre las piernas
Las manos llenas
De palmadas
Y ruedas auxiliares

Club Ciclista Fénix
Maroñas, Policial
General Hornos"
La Pared,edurriva,['Cupido'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"You are like a prediction of the good
You are like an overdose in the veins
And the desire spins in a spiral
Because my love for you is total
And eternal

After you is the wall
Don't ever leave me
Beneath the asphalt
And even farther down I'd be
After you is the wall
Don't ever leave me
Beneath the asphalt
And even farther down I'd be without you

You are the sickness and the nurse
And you've already turned me
Into your lapdog
You know that without you, I cease to be
You know that I go wherever you go, naturally

After you is the wall
Don't ever leave me
Beneath the asphalt
And even farther down I'd be
After you is the wall
Don't ever leave me
Beneath the asphalt
And even farther down I'd be without you

Ah, la la la

After you is the wall
Don't ever leave me
Beneath the asphalt
And even farther down I'd be
After you is the wall
Don't ever leave me
Beneath the asphalt
And even farther down I'd be without you
Without you"
Good Morning,perinat,['Kanye West'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Produced by Kanye West]

[Intro: Kanye West]
Uhh.. uhh
Uhh.. uhh

[Chorus: Kanye West]
Good morning!
Good morning!
Good morning!
Good morning!

[Verse 1: Kanye West]
Wake up Mr. West, Mr. West
Mr. Fresh, Mister, by himself he's so impressed
I mean damn, did you even see the test?
You got D's, muthafucka D's, Rosie Perez
And yer ass barely passed any and every class
Looking at every ass, cheated on every test
I guess, this is my dissertation
Homie this shit is basic, welcome to Graduation

[Chorus: Kanye West]
Good morning!
Good morning!
Good morning!
Good morning!

[Verse 2: Kanye West]
Good morning, on this day we become legendary
Everything we dreamed of
I'm like the fly Malcolm X, buy any jeans necessary
Detroit Red cleaned up
From the streets to the league, from an eighth to a key
But you graduate when you make it up outta the streets
From the moments of pain, look how far we done came
Haters saying you changed, now you doing your thang

[Chorus: Kanye West]
Good morning!
Good morning!
Good morning and—
Good morning!

[Verse 3: Kanye West]
Good morning and look at the valedictorian
Scared of the future while I hop in the DeLorean
Scared to face the world, complacent career student
Some people graduate, but be still stupid
They tell you read this, eat this, don't look around
Just peep this, preach this, teach us, Jesus
Okay look up now, they done stole yo' streetness
After all of that you received this

[Bridge: Kanye West & JAY-Z]
Good morning!
Hustlers that's if you're still living, get on down
Every time that we hear them
Good morning!
Hustlers that's if you're still living, get on down
Every time that we hear them
Good morning!
Hustlers that's if you're still living, get on down
Every time that we hear them
Good morning!
Hustlers that's if you're still living, get on down

[Outro: JAY-Z]
Get on down
Get— get on down
Get on down
Get— get on down"
Gimme Hope Jo'anna,Ester,['Eddy Grant'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Verse 1]
Well Jo'anna she runs a country
She runs in Durban and the Transvaal
She makes a few of her people happy, oh
She don't care about the rest at all

She's got a system they call apartheid
It keeps a brother in a subjection
But maybe pressure will make Jo'anna see
How everybody could a live as one

[Chorus]
Gimme hope, Jo'anna
Hope, Jo'anna
Gimme hope, Jo'anna
'Fore the morning come
Gimme hope, Jo'anna
Hope, Jo'anna
Hope before the morning come

[Verse 2]
I hear she makes all the golden money
To buy new weapons, any shape of guns
While every mother in black Soweto fears
The killing of another son
Sneakin' across all the neighbors' borders
Now and again having little fun
She doesn't care if the fun and games she play
Is dang'rous to ev'ryone

[Chorus]
Oh, gimme hope, Jo'anna
Gimme hope, Jo'anna
Gimme hope, Jo'anna
'Fore the morning come
Gimme hope, Jo'anna
Gimme hope, Jo'anna
Hope before the morning come

[Verse 3]
She's got supporters in high up places
Who turn their heads to the city sun
Jo'anna give them the fancy money
Oh, to tempt anyone who'd come

She even knows how to swing opinion
In every magazine and the journals
For every bad move that this Jo'anna make
They got a good explanation

[Chorus]
Oh, gimme hope, Jo'anna
Gimme hope, Jo'anna
Gimme hope, Jo'anna
'Fore the morning come
Gimme hope, Jo'anna
Gimme hope, Jo'anna
Hope before the morning come
[Verse 4]
Even the preacher who works for Jesus
The Archbishop who's a peaceful man
Together say that the freedom fighters
Will overcome the very strong

I wanna know if you're blind Jo'anna
If you wanna hear the sound of drum
Can't you see that the tide is turning
Oh don't make me wait till the morning come

[Chorus]
Oh, gimme hope, Jo'anna
Gimme hope, Jo'anna
Gimme hope, Jo'anna
'Fore the morning come
Gimme hope, Jo'anna
Gimme hope, Jo'anna
Hope before the morning come

Gimme hope, Jo'anna
Gimme hope, Jo'anna
Gimme hope, Jo'anna
'Fore the morning come
Gimme hope, Jo'anna
Gimme hope, Jo'anna
Hope before the morning come"
High,Carlos,['Lighthouse Family'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"Come my brothers
Come you fighting men
Come together while we may
We ne'er may meet again

Come all you soldiers
Sing out proud and brave
Each man fallen here before
Stirs now in his grave

So raise your voice up high
Sing God's praises, sing for us all and the men we will slay
And raise your voice up high
Sing for victory, sing for the way we will honour our dead
We remember

Day's light is passing
Soon to the night we'll go
If we are soldiers true and true
Tomorrow we will know

Know our voices
Know we all march with you
Souls of our fathers dead and gone
March with us now so true"
The Bird Is the Word,Carlos,['The Ruffled Feathers'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Chorus]
A well a everybody's heard about the bird
B-b-b bird, bird, bird, b-bird's the word
A well a bird, bird, bird, the bird is the word
A well a bird, bird, bird, well the bird is the word
A well a bird, bird, bird, b-bird's the word
A well a bird, bird, bird, well the bird is the word
A well a bird, bird, b-bird's the word
A well a bird, bird, bird, b-bird's the word
A well a bird, bird, bird, well the bird is the word
A well a bird, bird, b-bird's the word

[Refrain]
A well a don't you know about the bird?
Well, everybody knows that the bird is the word!
A well a bird, bird, b-bird's the word
A well a

[Chorus]
A well a everybody's heard about the bird
Bird, bird, bird, b-bird's the word
A well a bird, bird, bird, b-bird's the word
A well a bird, bird, bird, b-bird's the word
A well a bird, bird, b-bird's the word
A well a bird, bird, bird, b-bird's the word
A well a bird, bird, bird, b-bird's the word
A well a bird, bird, bird, b-bird's the word
A well a bird, bird, bird, b-bird's the word
[Refrain]
A well a don't you know about the bird?
Well, everybody's talking about the bird!
A well a bird, bird, b-bird's the word
A well a bird

[Break]
Surfin' bird
B-b-b aah, aah!
Pa pa pa pa, pa pa pa pa, pa pa pa pa, pa pa pa pa
Pa pa pa pa, pa pa pa pa, pa pa pa pa
Ooma mow mow, papa, ooma mow mow

[Bridge]
Papa ooma mow mow, papa ooma mow mow
Papa ooma mow mow, papa ooma mow mow
Ooma mow mow, papa ooma mow mow
Papa ooma mow mow, papa ooma mow mow
Papa ooma mow mow, papa ooma mow mow
Oom oom oom oom, ooma mow mow
Papa ooma mow mow, papa oom oom oom
Oom ooma mow mow, papa ooma mow mow
Ooma mow mow, papa ooma mow mow
Papa a mow mow, papa ooma mow mow
Papa ooma mow mow, ooma mow mow
Papa ooma mow mow, ooma mow mow
Papa oom oom oom oom, ooma mow mow
Oom oom oom oom, ooma mow mow
Ooma mow mow, papa ooma mow mow
Papa ooma mow mow, ooma mow mow
[Refrain]
Well a don't you know about the bird?
Well, everybody knows that the bird is the word!
A well a bird, bird, b-bird's the word

[Outro]
A well a ooma mow mow
Papa ooma mow mow
Papa ooma mow mow
Papa ooma mow mow
Papa ooma mow mow
Papa ooma mow mow
Papa ooma mow mow"
One Way Or Another,Ester,['Blondie'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Instrumental Intro]

[Verse 1]
One way or another, I'm going to find ya
I'm gonna get ya, get ya, get ya, get ya
One way or another I'm going to win ya
I'm gonna get ya, get ya, get ya, get ya
One way or another I'm gonna see ya
I'm gonna meet ya, meet ya, meet ya, meet ya
One day, maybe next week, I'm gonna meet you
I'm gonna meet ya, I'll meet ya

[Chorus 1]
I will drive past your house
And if the lights are all down
I'll see who's around

[Verse 2]
One way or another, I'm gonna find ya
I'm gonna get ya, get ya, get ya, get ya
One way or another, I'm gonna win ya
I'll get ya, I'll get ya
One way or another, I'm gonna see ya
I'm gonna meet ya, meet ya, meet ya, meet ya
One day, maybe next week, I'm gonna meet ya
I'll meet ya

[Chorus 2]
And if the lights are all out
I'll follow your bus downtown
See who's hanging out

[Instrumental Bridge]

[Verse 3]
One way or another, I'm gonna lose ya
I'm gonna give you the slip
A slip of the lip or another, I'm gonna lose you
I'm gonna trick ya, I'll trick ya
One way or another, I'm gonna lose ya
I'm gonna trick ya, trick ya, trick ya, trick ya
One way or another, I'm gonna lose ya
I'm gonna give you the slip

[Bridge]
I'll walk down the mall, stand over by the wall
Where I can see it all, find out who you call
Lead you to the supermarket checkout
Some specials and rat food, get lost in the crowd

[Outro]
One way or another I'm gonna get ya
(Where I can see it all, find out who you call)
I'll get ya, I'll get ya, get ya, get ya, get ya
One way or another I'm gonna get ya
(Where I can see it all, find out who you call)
I'll get ya, I'll get ya, get ya, get ya, get ya
One way or another I'm gonna get ya
(Where I can see it all, find out who you call)
I'll get ya, I'll get ya, get ya, get ya, get ya
One way or another I'm gonna get ya
(Where I can see it all, find out who you call)
I'll get ya, I'll get ya, get ya, get ya, get ya
One way or another I'm gonna get ya
(Where I can see it all, find out who you call)
I'll get ya, I'll get ya, get ya, get ya, get ya
One way or another I'm gonna get ya
(Where I can see it all, find out who you call)
I'll get ya, I'll get ya, get ya, get ya, get ya
One way or another I'm gonna get ya"
Pikete Espacial,tgr39393,"['Cecilio G.', 'Limabeatz']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Pikete Espacial""]

[Intro]
Yo sé que tú quieres vestir como yo
Yo sé que tú quieres lucir como yo
Yo sé que tú quieres mi pikete marciano
Baile de funk caralho, so para as gostosas, dança de perna aberta
(Eh, ah, eh, ah, eh, ah, eh, ah)
Llegaron los Rockefeller, bebé

[Refrán]
De la prenda que yo tengo tú no la puedes encontrar
Me quiere tener de brazos y que la ponga a brillar
Quiere que la saque, que se ponga bien desacatá
Me pregunta de la moda pero yo no entiendo 'e na'

[Estribillo]
Owowowo, claro que sí, sabe que tengo un pikete espacial
Owowowo, claro que sí, sabe que tengo un pikete espacial
Owowowo, claro que sí, sabe que tengo un pikete muy loco
Owowowo, claro que sí, sabe que tengo un pikete espacial

[Refrán]
Quiere que la saque y se ponga bien desacatá
Me pregunta por la moda pero yo no entiendo 'e na'
(Eh, ah, eh, ah, eh, ah, eh, ah)
Sabe que tengo un pikete espacial

[Estribillo]
Owowowo, claro que sí, sabe que tengo un pikete espacial
Owowowo, claro que sí, sabe que tengo un pikete espacial
Owowowo, claro que sí, sabe que tengo un pikete muy loco
Owowowo, claro que sí, sabe que tengo un pikete espacial

[Puente]
Yo sé que tú quieres mi pikete marciano
Baile de funk caralho, so para as gostosas, dança de perna abe—
('Tá bien)

[Refrán]
Que la prenda que yo tengo tú no la puedes encontrar
Me quiere tener de brazos y que la ponga a brillar
Quiere que la saque y que se ponga bien desacatá
Me pregunta de la moda pero yo no entiendo de na'

[Estribillo]
Owowowo, claro que sí, sabe que tengo un pikete espacial
Owowowo, claro que sí, sabe que tengo un pikete espacial
Owowowo, claro que sí, sabe que tengo un pikete muy loco
Owowowo, claro que sí, sabe que tengo un pikete espacial

[Refrán]
Quiere que la saque y se ponga bien desacatá
Me pregunta por la moda pero yo no entiendo 'e na'
(Eh, ah, eh, ah, eh, ah, eh, ah)
Sabe que tengo un pikete espacial

[Estribillo]
Owowowo, claro que sí, sabe que tengo un pikete espacial
Owowowo, claro que sí, sabe que tengo un pikete espacial
Owowowo, claro que sí, sabe que tengo un pikete muy loco
Owowowo, claro que sí, sabe que tengo un pikete espacial

[Outro]
Eh, ah, eh, ah, eh, ah
Eh, ah, eh, ah, eh, ah
Eh, ah, eh, ah, eh, ah
Eh, ah, eh, ah, eh, ah
Eh, ah, eh, ah, eh, ah
Eh, ah, eh, ah, eh, ah
Eh, ah, eh, ah, eh, ah
Eh, ah, eh, ah, eh, ah
Eh, ah, eh, ah, eh, ah
Eh, ah, eh, ah, eh, ah"
"L-Gante: Bzrp Music Sessions, Vol.38",tgr39393,"['Bizarrap', 'L-Gante']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""L-Gante: Bzrp Music Sessions, Vol. 38""]

[Intro: L-Gante]
Eh
L-Gante, ¿qué lo que?
Bizarrap, grabá este villarap
(Cumbia 4:20 pa' lo' negro')

[Refrán: L-Gante]
Si me avisa en cinco estoy porque sabe cómo soy
Su gato no le da, entonce' me llama y voy
Pide que le haga de to', to', to'
Mientras yo me pico otro co-co-co-co-co

[Coro: L-Gante]
Y arranco al toque-roque
Mientra' fuma en el baile, la rompe
Le doy un beso pa' que ella se monte
Sin saber por qué, no tiene compe, eh
Do' de Tetra Brik, una jarra y picándome el Rick
Andamo' con el Biza, en la villa un tintín
Los má' duro' tomando un puntín, moviendo lo' brick'

[Verso 1: L-Gante]
Una reposera y una sombrilla
Todos los gato' bien en capilla
Acá no compramo' con los rastrillo'
Y de noche en el coche las soga' brillan
Dale, turra, atrévete, que llegó el que más le mete
Nos cruzamo' por las rede', pero nos fuimo' al garete
Mi combete siempre activo, amigo, 24/7
Siempre donde no hay testigo' sigo metiendo caliente
Cero-Cero-Cero berretine'
Ranchando en la esquina con los grande' y los guachine'
Yo no falto el respeto, que conmigo no patinen
No me prendo al embrollo, yo los dejo que caminen (Que caminen)
[Refrán: L-Gante]
Si me avisa en cinco estoy porque sabe cómo soy
Su gato no le da, entonce' me llama y voy
Pide que le haga de to', to', to'
Mientras yo me pico otro co-co-co-co-co

[Coro: L-Gante]
Y arranco al toque-roque
Mientra' fuma en el baile, la rompe
Le doy un beso pa' que ella se monte
Sin saber por qué, no tiene compe, eh
Do' de Tetra Brik, una jarra y picándome el Rick
Andamo' con el Biza, en la villa un tintín
Los má' duro' tomando un puntín, moviendo lo' brick'

[Verso 2: L-Gante]
Los ruchi los pincho
Tres damajuana' en la Pelopincho
Una parrilla y chinchu en el quincho
Los rocho' joseamo' hasta hacerno' millo' por los pasillo'
Yo me siento el king
Mientra' quema el chiripi explotamo' un motín
Los negros en cuero, cumbia al rin-tin-tin
Desde que empezamo' ya le dimo' fin, con mi team
Mi barrio le mete
Las turra' perreando, agitando el rosquete
Colgando un mellizo de un XT-T
Le vuelo la gorra a lo' bigote'-te'
Acá en el oeste andamo' re crudo'
Nosotro' somo' turro' a menudo
Hacemo' lo que ninguno pudo
Si hablan de má' los dejamo' mudo', te lo juro
[Refrán: L-Gante]
Si me avisa en cinco estoy porque sabe cómo soy
Su gato no le da, entonce' me llama y voy
Pide que le haga de to', to', to'
Mientras yo me pico otro co-co-co-co-co

[Outro: L-Gante]
Cu-Cu-Cumbia 4:20 pa' los negro'
L-Gante, ¿qué lo que?
Villarap (Bizarrap), eh
Esto no e' letra, e' rutina
De la más chorra a la más fina
Desde el barrio, Argentina
Rompiendo tarima', matando la liga"
Adhana,tgr39393,"['Vini Vici', 'Astrix']",5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"Now
The easiest way to get into the meditative state
Is to begin by listening
Don't try to identify the sounds of the area
Simply allow them to play with your eardrums
And let them go"
Fuentes de Ortiz,tgr39393,['Ed Maverick'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"[Letra de ""Fuentes de Ortiz""]

[Verso 1]
Ya dime si quieres estar conmigo o si mejor me voy
Tus besos dicen que tú sí me quieres pero tus palabras no
Y al chile, yo hasta moriría por ti pero dices que no
No eres directa, neta ya me estás cansando, sé concreta por favor

[Coro]
Y en la noche en que las estrellas salen
Yo pienso en ti mi amor
¿Qué me hiciste? De mi cabeza no sales
Y no lo digo por mamón
Si me dices para ti qué soy
No dudaré en hacerte tan feliz
Eres especial para mí
Dime por qué me haces sufrir
Yo te olvidaré desde las Fuentes de Ortiz

[Verso 2]
Soy inseguro cuando dices que me quieres porque creo que no
Como bebé caigo, pero sí redondito en tu trampa, amor
Y ya dime si tú me quieres, por favor
Ya he sufrido y me he empedado tanto por tu amor

[Coro]
Y en la noche en que las estrellas salen
Yo pienso en ti mi amor
¿Qué me hiciste? De mi cabeza no sales
Y no lo digo por mamón
Si me dices para ti qué soy
No dudaré en hacerte tan feliz
Eres especial para mí
Dime por qué me haces sufrir
Yo te olvidaré desde las Fuentes de Ortiz"
Tengo 26,tgr39393,['Andrés Suárez'],5sB0ax3cmVacFjgkZMLPWx,Ironhack 🚀🚀🚀,"If the satcheting of gentlemen
Gives you grievance now and then
What's needed are some memories of planing lakes
Those planing lakes will surely calm you down

Nothing frightens me more
Than religion at my door
I never answer panick knocking
Falling down the stairs upon the law
What law?

There's a law for everything
And for Elephants that sing to keep
The cows that agriculture won't allow
Hanky Panky nohow
Hanky Panky nohow
Hanky Panky nohow ohhhhhhh

There's a law for everything
And for Elephants that sing to keep
The cows that agriculture won't allow
Hanky Panky nohow
Hanky Panky nohow
Hanky Panky nohow ohhhhhhh"
